NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 4909.01; Cook County; Illinois,3084,1286,35038,1403,268,689,0,323,872,33,106,22,434,17,031,490901,0.4169909208819715,10.464188465795766,0.1910192444761226,0.46879535558780844,0.6823394495412844,17031490901
Census Tract 4909.02; Cook County; Illinois,4661,773,67428,2163,121,1112,17,273,780,11,0,74,285,17,031,490902,0.16584423943359794,11.118815640900198,0.055940822931114194,0.2607913669064748,0.47435897435897434,17031490902
Census Tract 4910; Cook County; Illinois,3398,1382,22438,1379,479,710,40,211,719,0,12,97,370,17,031,491000,0.4067098293113596,10.01851122910491,0.34735315445975345,0.35352112676056335,0.6662030598052852,17031491000
Census Tract 4911; Cook County; Illinois,3894,347,68155,1726,182,952,0,281,332,67,0,0,87,17,031,491100,0.08911145351823319,11.129539802004944,0.10544611819235226,0.29516806722689076,0.463855421686747,17031491100
Census Tract 4912; Cook County; Illinois,1888,281,53586,787,121,473,12,59,242,0,18,30,53,17,031,491200,0.14883474576271186,10.88904311891194,0.15374841168996187,0.15010570824524314,0.41735537190082644,17031491200
Census Tract 4913; Cook County; Illinois,2123,653,40700,875,193,493,23,196,371,12,0,25,206,17,031,491300,0.3075836081017428,10.613983371430686,0.22057142857142858,0.44421906693711966,0.6549865229110512,17031491300
Census Tract 4914; Cook County; Illinois,2506,787,36480,1254,403,426,0,240,881,59,34,89,331,17,031,491400,0.3140462889066241,10.504519444188269,0.32137161084529503,0.5633802816901409,0.5822928490351873,17031491400
Census Tract 5001; Cook County; Illinois,3231,408,71108,2057,246,758,0,156,756,7,46,93,137,17,031,500100,0.12627669452181986,11.171955127042576,0.11959163830821584,0.20580474934036938,0.37433862433862436,17031500100
Census Tract 5002; Cook County; Illinois,1831,366,38451,741,100,451,47,205,428,33,53,67,84,17,031,500200,0.19989077007099945,10.557139982397933,0.1349527665317139,0.5587583148558758,0.5537383177570093,17031500200
Census Tract 5003; Cook County; Illinois,1794,488,48469,965,152,436,0,86,436,54,4,7,173,17,031,500300,0.27201783723522854,10.788679697308252,0.15751295336787566,0.19724770642201836,0.5458715596330275,17031500300
Census Tract 5101; Cook County; Illinois,3622,881,56806,1674,116,769,0,220,538,0,11,62,225,17,031,510100,0.2432357813362783,10.947397232933202,0.06929510155316607,0.28608582574772434,0.5539033457249071,17031510100
Census Tract 5102; Cook County; Illinois,3714,839,55417,1602,69,813,32,168,429,49,10,33,212,17,031,510200,0.22590199246095855,10.922641684869495,0.04307116104868914,0.24600246002460024,0.7086247086247086,17031510200
Census Tract 5103; Cook County; Illinois,4600,1561,30607,2381,700,994,0,302,1028,68,36,164,578,17,031,510300,0.3393478260869565,10.328984019949246,0.2939941201175976,0.3038229376257545,0.8229571984435797,17031510300
Census Tract 5201; Cook County; Illinois,2062,293,57446,805,84,439,89,31,224,8,16,0,49,17,031,520100,0.14209505334626577,10.958600655091384,0.10434782608695652,0.2733485193621868,0.32589285714285715,17031520100
Census Tract 5202; Cook County; Illinois,3652,1021,58438,1720,221,916,85,148,695,19,75,18,193,17,031,520200,0.2795728368017525,10.975721642144173,0.12848837209302325,0.25436681222707425,0.43884892086330934,17031520200
Census Tract 5203; Cook County; Illinois,5925,791,50276,3005,245,1364,65,171,685,60,30,101,174,17,031,520300,0.13350210970464135,10.825283105044727,0.08153078202995008,0.17302052785923755,0.5328467153284672,17031520300
Census Tract 5204; Cook County; Illinois,4393,860,49505,2027,112,1176,75,365,343,0,26,32,79,17,031,520400,0.1957659913498748,10.809828953556615,0.05525407005426739,0.3741496598639456,0.39941690962099125,17031520400
Census Tract 5205; Cook County; Illinois,5171,276,87381,2718,104,1153,179,137,206,25,47,0,0,17,031,520500,0.05337458905434152,11.378033146706365,0.03826342899190582,0.2740676496097138,0.34951456310679613,17031520500
Census Tract 5206; Cook County; Illinois,2739,188,99688,1184,64,635,0,94,107,0,0,0,10,17,031,520600,0.06863818912011684,11.509800587622703,0.05405405405405406,0.14803149606299212,0.09345794392523364,17031520600
Census Tract 5301; Cook County; Illinois,1915,500,38027,938,176,450,8,210,556,104,23,66,89,17,031,530100,0.26109660574412535,10.546051712719995,0.18763326226012794,0.48444444444444446,0.5071942446043165,17031530100
Census Tract 5302; Cook County; Illinois,4358,1185,41464,1717,462,967,9,350,699,52,0,0,363,17,031,530200,0.27191372189077556,10.632580859869542,0.26907396622015145,0.37125129265770423,0.5937052932761088,17031530200
Census Tract 5303; Cook County; Illinois,3484,369,53574,1655,229,733,0,281,623,0,66,38,105,17,031,530300,0.10591274397244546,10.88881915474527,0.13836858006042296,0.38335607094133695,0.33547351524879615,17031530300
Census Tract 5304; Cook County; Illinois,2356,480,80147,1085,61,618,15,168,192,20,18,0,68,17,031,530400,0.2037351443123939,11.291617727518096,0.05622119815668203,0.2961165048543689,0.5520833333333334,17031530400
Census Tract 5305.01; Cook County; Illinois,5118,1984,39632,2715,845,1133,52,374,887,70,0,93,402,17,031,530501,0.38765142633841343,10.58739215172914,0.31123388581952116,0.3759929390997352,0.636978579481398,17031530501
Census Tract 5305.02; Cook County; Illinois,1464,254,63621,691,87,402,17,145,50,0,21,0,14,17,031,530502,0.17349726775956284,11.060698883507174,0.12590448625180897,0.40298507462686567,0.7,17031530502
Census Tract 5305.03; Cook County; Illinois,4369,633,47262,2003,365,1049,0,310,346,0,18,75,80,17,031,530503,0.14488441290913254,10.76346186893138,0.18222666000998503,0.29551954242135364,0.5,17031530503
Census Tract 5306; Cook County; Illinois,2350,561,38304,1105,73,578,0,226,514,0,0,82,210,17,031,530600,0.23872340425531915,10.553309608357699,0.0660633484162896,0.39100346020761245,0.5680933852140078,17031530600
Census Tract 5401.01; Cook County; Illinois,4460,2380,16712,1542,445,1118,0,822,1571,31,82,106,332,17,031,540101,0.5336322869955157,9.723882303236401,0.28858625162127105,0.7352415026833632,0.35073201782304264,17031540101
Census Tract 5401.02; Cook County; Illinois,3329,1690,28711,1240,317,766,35,540,1087,47,40,50,265,17,031,540102,0.5076599579453289,10.265035603577836,0.25564516129032255,0.7506527415143603,0.36982520699172033,17031540102
Census Tract 5501; Cook County; Illinois,6181,896,-666666666,3043,351,1428,33,384,1098,0,23,42,356,17,031,550100,0.144960362400906,,0.11534669733815314,0.2920168067226891,0.38342440801457195,17031550100
Census Tract 5502; Cook County; Illinois,2824,207,70197,1410,138,738,43,129,198,0,11,0,93,17,031,550200,0.07330028328611898,11.159060854058,0.09787234042553192,0.23306233062330622,0.5252525252525253,17031550200
Census Tract 5601; Cook County; Illinois,1023,76,59286,436,41,229,7,19,73,0,0,45,0,17,031,560100,0.07429130009775171,10.990128469423018,0.09403669724770643,0.11353711790393013,0.6164383561643836,17031560100
Census Tract 5602; Cook County; Illinois,1372,122,46979,520,49,326,6,27,83,0,0,54,7,17,031,560200,0.08892128279883382,10.757455972332892,0.09423076923076923,0.10122699386503067,0.7349397590361446,17031560200
Census Tract 5603; Cook County; Illinois,3079,414,56250,1515,164,672,39,45,78,0,0,14,26,17,031,560300,0.13445924001299123,10.937561320066667,0.10825082508250825,0.125,0.5128205128205128,17031560300
Census Tract 5604; Cook County; Illinois,1744,373,77125,722,23,433,79,50,51,0,0,0,51,17,031,560400,0.21387614678899083,11.25318276120769,0.03185595567867036,0.2979214780600462,1.0,17031560400
Census Tract 5607; Cook County; Illinois,3584,454,78411,1881,80,889,47,82,427,0,0,10,77,17,031,560700,0.12667410714285715,11.269719502618965,0.04253056884635832,0.14510686164229472,0.20374707259953162,17031560700
Census Tract 5608; Cook County; Illinois,5987,184,103098,2984,69,1495,0,23,371,39,0,28,30,17,031,560800,0.03073325538667112,11.5434352711748,0.023123324396782843,0.015384615384615385,0.261455525606469,17031560800
Census Tract 5609; Cook County; Illinois,5130,180,117188,2811,170,1378,15,33,122,0,12,41,11,17,031,560900,0.03508771929824561,11.671534761804432,0.06047669868374244,0.03483309143686502,0.5245901639344263,17031560900
Census Tract 5610; Cook County; Illinois,5974,251,106375,3403,145,1462,48,86,394,77,0,0,21,17,031,561000,0.04201540006695681,11.574725865875676,0.04260946223920071,0.09165526675786594,0.24873096446700507,17031561000
Census Tract 5611; Cook County; Illinois,5888,95,95926,3084,89,1680,10,148,139,0,0,15,61,17,031,561100,0.016134510869565216,11.471332339871866,0.02885862516212711,0.09404761904761905,0.5467625899280576,17031561100
Census Tract 5701; Cook County; Illinois,1421,394,52212,664,75,303,35,74,99,15,0,21,18,17,031,570100,0.2772695285010556,10.863067632508681,0.11295180722891567,0.35973597359735976,0.5454545454545454,17031570100
Census Tract 5702; Cook County; Illinois,2084,161,-666666666,1148,58,452,31,28,323,0,204,15,57,17,031,570200,0.07725527831094049,,0.050522648083623695,0.13053097345132744,0.8544891640866873,17031570200
Census Tract 5703; Cook County; Illinois,5951,566,50641,2700,404,1141,43,24,488,61,32,157,56,17,031,570300,0.09511006553520417,10.832516803858471,0.14962962962962964,0.058720420683610865,0.6270491803278688,17031570300
Census Tract 5704; Cook County; Illinois,1711,211,75125,942,69,432,37,57,265,0,18,21,94,17,031,570400,0.12331969608416131,11.226908671837508,0.0732484076433121,0.2175925925925926,0.5018867924528302,17031570400
Census Tract 5705; Cook County; Illinois,2685,41,77772,1185,274,620,15,0,291,37,60,48,7,17,031,570500,0.015270018621973929,11.261536748215716,0.23122362869198312,0.024193548387096774,0.5223367697594502,17031570500
Census Tract 5801; Cook County; Illinois,2662,541,51111,1327,225,653,20,152,371,58,14,35,59,17,031,580100,0.2032306536438768,10.841755017213652,0.16955538809344387,0.26339969372128635,0.4474393530997305,17031580100
Census Tract 5802; Cook County; Illinois,2988,573,39865,1243,104,692,0,263,474,61,0,25,219,17,031,580200,0.19176706827309237,10.593254024936595,0.083668543845535,0.3800578034682081,0.6434599156118144,17031580200
Census Tract 5803; Cook County; Illinois,2569,217,61974,1247,78,651,0,133,319,0,65,51,66,17,031,580300,0.08446866485013624,11.034470221234688,0.06255012028869286,0.20430107526881722,0.5705329153605015,17031580300
Census Tract 5804; Cook County; Illinois,4510,641,55355,2671,121,1015,7,157,689,30,91,91,79,17,031,580400,0.14212860310421285,10.921522268293566,0.04530138524897042,0.16157635467980297,0.4223512336719884,17031580400
Census Tract 5805.01; Cook County; Illinois,4626,596,45854,2378,304,1115,0,106,966,81,60,123,211,17,031,580501,0.1288370082144401,10.733217714882608,0.127838519764508,0.09506726457399103,0.4917184265010352,17031580501
Census Tract 5805.02; Cook County; Illinois,4932,1121,46853,2361,119,1119,151,82,819,56,68,63,169,17,031,580502,0.2272911597729116,10.754770319768017,0.05040237187632359,0.20822162645218945,0.4346764346764347,17031580502
Census Tract 5806; Cook County; Illinois,5402,788,59631,2600,246,1229,0,179,692,14,69,87,154,17,031,580600,0.14587189929655683,10.99593085205871,0.09461538461538462,0.14564686737184704,0.4682080924855491,17031580600
Census Tract 5807; Cook County; Illinois,6137,1813,57269,2559,397,1486,145,186,871,63,0,0,174,17,031,580700,0.2954212155776438,10.955514744086512,0.1551387260648691,0.22274562584118437,0.27210103329506313,17031580700
Census Tract 5808; Cook County; Illinois,2096,162,63333,1178,112,434,27,32,265,19,38,0,24,17,031,580800,0.07729007633587787,11.056161799302767,0.09507640067911714,0.1359447004608295,0.30566037735849055,17031580800
Census Tract 5905; Cook County; Illinois,1635,176,69697,900,50,283,0,0,311,20,43,12,85,17,031,590500,0.10764525993883792,11.151912554215412,0.05555555555555555,0.0,0.5144694533762058,17031590500
Census Tract 5906; Cook County; Illinois,3769,598,65192,2190,88,808,0,167,602,67,93,19,134,17,031,590600,0.15866277527195544,11.085092041000056,0.04018264840182648,0.20668316831683167,0.5199335548172758,17031590600
Census Tract 5907; Cook County; Illinois,2914,297,76667,1960,170,722,19,31,362,93,15,10,20,17,031,590700,0.10192175703500343,11.247226647053857,0.08673469387755102,0.06925207756232687,0.3812154696132597,17031590700
Census Tract 6004; Cook County; Illinois,3963,588,62599,2233,169,978,16,151,876,36,18,64,218,17,031,600400,0.14837244511733536,11.044504582519703,0.07568293775190327,0.17075664621676892,0.3835616438356164,17031600400
Census Tract 6006; Cook County; Illinois,2953,420,60625,1569,108,801,6,28,415,34,6,6,129,17,031,600600,0.14222824246528953,11.012462628239785,0.06883365200764818,0.04244694132334582,0.42168674698795183,17031600600
Census Tract 6007; Cook County; Illinois,2870,551,65342,1668,97,627,75,58,605,0,0,0,187,17,031,600700,0.19198606271777002,11.087390293808129,0.05815347721822542,0.21212121212121213,0.3090909090909091,17031600700
Census Tract 6009; Cook County; Illinois,3702,488,68526,2369,159,716,0,125,876,106,99,14,183,17,031,600900,0.1318206374932469,11.134968514278661,0.0671169269734065,0.17458100558659218,0.4589041095890411,17031600900
Census Tract 6103; Cook County; Illinois,5665,2421,38984,2775,584,1291,200,404,1362,0,12,92,373,17,031,610300,0.42736098852603704,10.570906584523343,0.21045045045045044,0.4678543764523625,0.3502202643171806,17031610300
Census Tract 6104; Cook County; Illinois,1888,361,37480,1019,122,336,0,159,363,69,17,34,75,17,031,610400,0.19120762711864406,10.531562736352358,0.1197252208047105,0.4732142857142857,0.5371900826446281,17031610400
Census Tract 6108; Cook County; Illinois,1515,144,86705,839,64,387,37,39,156,27,11,0,31,17,031,610800,0.09504950495049505,11.37026683123265,0.07628128724672228,0.19638242894056848,0.4423076923076923,17031610800
Census Tract 6112; Cook County; Illinois,2068,825,32793,1009,102,467,28,162,479,0,53,44,176,17,031,611200,0.39893617021276595,10.397970356961945,0.10109018830525272,0.4068522483940043,0.569937369519833,17031611200
Census Tract 6113; Cook County; Illinois,3409,795,45283,1254,231,727,0,163,909,208,40,66,228,17,031,611300,0.2332062188325022,10.720686965099299,0.18421052631578946,0.22420907840440166,0.5962596259625963,17031611300
Census Tract 6114; Cook County; Illinois,3587,1390,29194,1622,234,698,16,182,692,0,131,106,186,17,031,611400,0.38751045441873433,10.281718487690524,0.1442663378545006,0.2836676217765043,0.611271676300578,17031611400
Census Tract 6115; Cook County; Illinois,3091,855,40960,1238,124,667,69,132,572,73,24,59,139,17,031,611500,0.2766095114849563,10.62035125971339,0.10016155088852989,0.30134932533733133,0.5157342657342657,17031611500
Census Tract 6116; Cook County; Illinois,1995,751,-666666666,744,241,454,0,157,341,17,3,50,112,17,031,611600,0.37644110275689224,,0.3239247311827957,0.3458149779735683,0.533724340175953,17031611600
Census Tract 6117; Cook County; Illinois,1847,918,21701,1102,138,316,46,72,550,0,62,64,352,17,031,611700,0.49702219815917703,9.985113621416073,0.12522686025408347,0.37341772151898733,0.8690909090909091,17031611700
Census Tract 6118; Cook County; Illinois,2186,339,-666666666,1478,83,398,0,20,399,33,0,19,0,17,031,611800,0.15507776761207684,,0.05615696887686062,0.05025125628140704,0.13032581453634084,17031611800
Census Tract 6119; Cook County; Illinois,1559,408,34000,657,69,368,32,144,339,62,0,14,64,17,031,611900,0.2617062219371392,10.4341158035983,0.1050228310502283,0.4782608695652174,0.41297935103244837,17031611900
Census Tract 6120; Cook County; Illinois,1317,199,47300,721,96,304,0,28,365,120,0,7,85,17,031,612000,0.15110098709187547,10.764265574480024,0.13314840499306518,0.09210526315789473,0.5808219178082191,17031612000
Census Tract 6121; Cook County; Illinois,1018,198,27583,419,78,203,12,94,258,8,15,61,97,17,031,612100,0.1944990176817289,10.224954919906036,0.18615751789976134,0.5221674876847291,0.7015503875968992,17031612100
Census Tract 6122; Cook County; Illinois,3687,1202,41514,1516,230,828,30,301,785,31,0,87,324,17,031,612200,0.3260103064822349,10.633785998726866,0.1517150395778364,0.3997584541062802,0.5630573248407643,17031612200
Census Tract 6201; Cook County; Illinois,4798,133,68438,2505,245,1014,116,140,214,61,0,3,64,17,031,620100,0.02771988328470196,11.133683504902342,0.09780439121756487,0.252465483234714,0.5981308411214953,17031620100
Census Tract 6202; Cook County; Illinois,1948,114,62250,969,90,390,12,56,314,34,21,47,135,17,031,620200,0.058521560574948665,11.038913814326953,0.09287925696594428,0.17435897435897435,0.7547770700636943,17031620200
Census Tract 6203; Cook County; Illinois,7080,751,67292,3513,301,1595,196,223,641,38,14,219,76,17,031,620300,0.10607344632768362,11.116796637839052,0.08568175348704811,0.2626959247648903,0.5413416536661466,17031620300
